label,title,content
9,Southern Masked Weaver, The Southern Masked Weaver or African Masked Weaver (Ploceus velatus) is a resident breeding bird species common throughout southern Africa.This weaver is very widespread and found in a wide range of habitats including shrubland savanna grassland open woodland inland wetlands and semi-desert areas. It also occurs in suburban gardens and parks.
6,Alfred H. Renshaw House, Alfred H. Renshaw House is a historic home located at Colonie in Albany County New York. It was built in 1926-1927 and is a brick mansion in the Tudor Revival style. It features three tall chimneys with paired flues a slate roof with multiple gables and a Tudor arch around the main entrance. The property includes formal gardens and a gazebo.It was listed on the National Register of Historic Places in 1985.
11,The Dubliner's Dublin, The Dubliner's Dublin is the last of The Dubliners' albums to be released on vinyl The Dubliner's Dublin coincided with Dublin City's millennium celebrations. The lineup was Ronnie Drew Barney McKenna John Sheahan Seán Cannon and Eamonn Campbell and there were also a number of guest musicians. Campbell again took on the role of producer. A video containing some of the music from the album was also released combining with a tour of Dublin narrated by Ronnie Drew.
5,HMS Cheam (1919), HMS Cheam was a Hunt class minesweeper of the Royal Navy from World War I.
5,USS Mariano G. Vallejo (SSBN-658), USS Mariano G. Vallejo (SSBN-658) was a Benjamin Franklin class fleet ballistic missile submarine was named for Mariano Guadalupe Vallejo (1807–1890) a key proponent of California statehood. The boat's service extended from 1966 until 1995.
8,Dolistowo Nowe, Nowe Dolistowo [ˈnɔvɛ dɔlisˈtɔvɔ] is a village in the administrative district of Gmina Jaświły within Mońki County Podlaskie Voivodeship in north-eastern Poland.
3,Stephen Wilson (athlete), Stephen Raymond Wilson OAM (born 28 December 1971) is an Australian Paralympic athlete.
3,Jirōkichi Yamada, Jirōkichi Yamada (山田 次朗吉 Yamada Jirōkichi January 9 1863 – October 23 1930) was the 15th headmaster or sōke of Kashima Shinden Jikishinkage-ryū a (koryū) of the Japanese martial art of swordsmanship (kenjutsu). He was a student of the 14th sōke Sakakibara Kenkichi (榊原 鍵吉).In the early twentieth century (1927) he published a book documenting all five classical kata of this koryū that originates from the sixteenth century.
2,Annie Payson Call, Annie Payson Call (1853-1940) was a Waltham author. She wrote several books and published articles in Ladies' Home Journal. Many articles are reprinted in her book Nerves and Common Sense.The common theme of her work is mental health.
1,Mosman Preparatory School, Mosman Church of England Preparatory School is an all-boys school in Mosman a suburb of Sydney in New South Wales Australia. The school was founded in 1904. It is based on the UK preparatory school system.
9,Thyrinteina, Thyrinteina is a genus of moth in the family Geometridae.
9,Myelois pollinella, Myelois pollinella is a species of snout moths in the genus Myelois. It was described by Christoph in 1877 and is known from Turkmenistan (including Krasnowodsk the type location).
4,Sadifa Khamis, Sadifa Juma Khamis (born 7 February 1982) is a Tanzanian CCM politician and Member of Parliament for Donge constituency since 2005.
11,Intrinsic (album), Intrinsic is the second studio album by progressive metal band The Contortionist released through E1/Good Fight Music on July 17 2012.
12,Cafe Isobe, Cafe Isobe (純喫茶磯辺 Junkissa Isobe) is a 2008 Japanese film directed by Keisuke Yoshida. It was in the Narrative Feature Competition at the 2008 Hawaii International Film Festival.
7,Shorabil Lake, Shorabil (Persian: شورابیل Azerbaijani: شورابیل گؤلؤ) is a lake located in a hilly area south of the Iranian city of Ardabil. Ardabil University is located near the lake.The surface of the lake is 640000 m²[citation needed] and is covered with a thin white layer of minerals which are useful in healing skin diseases and rheumatism. The leisure complex of Shorabil is located near the lake.
4,A. K. Balan, A. K. Balan (born 3 August 1948) is an Indian politician and Advocate. He was the Minister for Electricity and SC/ST Development in the Left Democratic Front government under V. S. Achuthanandan from 2006-2011 and a member of Kerala State Committee of Communist Party of India (Marxist). He represents the Tarur constituency in the Kerala Legislative Assembly.
1,Lumberton High School, Lumberton High School is a high school in Lumberton Texas. It is operated by the Lumberton Independent School District.
8,Razmgah-e Olya, Razmgah-e Olya (Persian: رزمگاه عليا‎ also Romanized as Razmgāh-e ‘Olyā; also known as Razmgāh and Razmgāh-e Bālā) is a village in Sefid Sang Rural District Qalandarabad District Fariman County Razavi Khorasan Province Iran. At the 2006 census its population was 111 in 26 families.
12,Holiday Inn (film), Holiday Inn is a 1942 American musical film directed by Mark Sandrich and starring Bing Crosby and Fred Astaire. With music by Irving Berlin the film has twelve songs written expressly for the film the most notable being White Christmas. The film features the complete reuse of Easter Parade written by Berlin for the 1933 Broadway revue As Thousands Cheer. The film's choreography was by Danny Dare.
5,USS Alligator (1820), The third USS Alligator was a schooner in the United States Navy. Alligator was laid down on 26 June 1820 by the Boston Navy Yard; launched on 2 November 1820; and commissioned in March 1821 — probably on the 26th — with Lieutenant Robert F. Stockton in command. On 6 June 1996 the site of its wreck was added to the U.S. National Register of Historic Places.
0,Daiichi Sankyo, Daiichi Sankyo Company Limited (第一三共株式会社 Daiichi Sankyō Kabushiki-kaisha) is a global pharmaceutical company and the second largest pharmaceutical company in Japan. It achieved JPY 970 billion in revenue in 2010 and is currently ranked number 17 in world sales. Its headquarters is based in Tokyo. The company also owns the American biotechnology company Plexxikon the German biotechnology company U3 and Ranbaxy Laboratories in India.
11,From Q with Love, From Q with Love is a two volume compilation album by Quincy Jones. It was released on February 9 1999 through Warner Bros. Records.
1,National University of Equatorial Guinea, The National University of Equatorial Guinea (Universidad Nacional de Guinea Ecuatorial in Spanish) also known as UNGE is the main university in Equatorial Guinea. It was founded in 1995. The main campus is located in Malabo. The school of Medicine is located in Bata.
8,Glinka West Pomeranian Voivodeship, Glinka [ˈɡlinka] (German Glienke) is a village in the administrative district of Gmina Bobolice within Koszalin County West Pomeranian Voivodeship in north-western Poland. It lies approximately 11 kilometres (7 mi) north-west of Bobolice 27 km (17 mi) south-east of Koszalin and 140 km (87 mi) north-east of the regional capital Szczecin.Before 1945 the area was part of Germany. For the history of the region see History of Pomerania.The village has a population of 19.
2,Kenny Håkansson, Kenny Håkansson is the bassist of the highly influential Swedish rock and roll band the Hellacopters. The Hellacopters were founded by Håkansson's childhood friend Nicke Andersson as a side project to his role as a drummer in the heavy metal band Entombed considered to be founders of death 'n' roll.
12,The Bridges of Madison County (film), The Bridges of Madison County is a 1995 American romantic drama film based on the best-selling novel of the same name by Robert James Waller. It was produced by Amblin Entertainment and Malpaso Productions and distributed by Warner Bros. Entertainment. The film was produced and directed by Clint Eastwood with Kathleen Kennedy as co-producer and the screenplay was adapted by Richard LaGravenese. The film stars Eastwood and Meryl Streep.
8,Güzelbeyli Karacasu, Güzelbeyli is a village in the District of Karacasu Aydın Province Turkey. As of 2010 it had a population of 355 people.
6,President Street Station, The President Street Station in Baltimore Maryland is a former train station. Built in 1850 the station was an important rail transportation link during the Civil War. Today it is the oldest surviving big-city railroad terminal in the United States and is home to the Baltimore Civil War Museum.
13,Half Asleep in Frog Pajamas, One of Tom Robbins' lesser known novels Half Asleep in Frog Pajamas was published in 1994 by Bantam Books. Like Robbins' other books the plot involves an eclectic mix of characters and complicated scenarios and mixes the mundane with the mysterious in the form of the Sirius mysteries and the mythology surrounding the Dogon Tribe. Unlike his other books Half Asleep is written entirely in the second person present tense.
